Statename,Districtname,Subdistrictname,Blockname,Healthblockname,Healthfacilitytype,Facilityname,NIN,latitude,longitude,facility_type_standardized
Odisha,Malkangiri,Kalimela,Kalimela,Kalimela,community health centre,Kalimela,4727743413,18.07243,81.75151,chc
Odisha,Malkangiri,Chitrakonda,Korukonda,Korukonda,sub district hospital,Chitrakonda,2646687570,18.11,82.11,sdh
Odisha,Malkangiri,Podia,Podia,Podia,community health centre,Podia,4365264870,18.17412,81.54366,chc
Odisha,Malkangiri,Orkel,Korukonda,Korukonda,community health centre,Korukonda,7237688168,18.27866,81.98146,chc
Odisha,Malkangiri,Orkel,Chitrakonda,Chitrakonda,community health centre,Kudumuluguma,1111447312,18.37251,82.18591,chc
Odisha,Malkangiri,Paparmetla,Malkangiri,Malkangiri,community health centre,Pandripani,1252333313,18.43372,82.0153,chc
Odisha,Malkangiri,Orkel,Khairaput,Khairaput,community health centre,Khairput,3425784455,18.48,82.22,chc
Odisha,Malkangiri,Mudulipada,Mathili,Mathili,sub district hospital,Mathili,3286383272,18.54,82.2,sdh
Odisha,Koraput,Similiguda,Notmapped,Semiliguda,community health centre,Sunabeda,1111472575,18.5472,82.7932,chc
Odisha,Koraput,Nandapur,Lamtaput,Lamptaput,community health centre,Lamtaput,7367237349,18.55053,82.48182,chc
Odisha,Koraput,Pottangi,Pottangi,Pattangi,community health centre,Pottangi,8852187361,18.55894,82.97139,chc
Odisha,Koraput,Nandapur,Nandapur,Nandapur,community health centre,Nandapur,7833154474,18.56297,82.7402,chc
Odisha,Koraput,Pottangi,Semiliguda,Semiliguda,community health centre,Kunduli,1221318411,18.59874,82.89643,chc
Odisha,Koraput,Boipariguda,Boipariguda,Boipariguda,community health centre,Boipariguda,8671174475,18.75051,82.43228,chc
Odisha,Koraput,Damonjodi,Koraput,Koraput,community health centre,Mathalput,7856243857,18.76449,82.9229,chc
Odisha,Gajapati,Gurandi,Gosani,Gosani,community health centre,Gurandi,6515352653,18.81861,84.22362,chc
Odisha,Gajapati,Kasinagar,Notmapped,Kashinagar,community health centre,Kashinagar,4237647427,18.85097,83.87415,chc
Odisha,Koraput,Kakiriguma,Narayan Patana,Narayanpatna,community health centre,Narayanpatna,5342231155,18.87591,83.17459,chc
Odisha,Koraput,Kundura,Kundura,Kundra,community health centre,Kundura,7617251512,18.91985,82.38064,chc
Odisha,Koraput,Bandhugaon,Bandhugaon,Bandhugaon,community health centre,Bandhugaon,4547428179,18.93736,83.24871,chc
Odisha,Koraput,Jeypore,Jeypore,Jeypur,community health centre,Rabanaguda,2674782541,18.95742,82.55618,chc
Odisha,Gajapati,Rayagada,Rayagada,Rayagada,community health centre,Rayagada,6324585873,18.97188,84.15264,chc
Odisha,Gajapati,Serango,Gumma,Gumma,community health centre,Gumma,4734215884,18.9826,84.02479,chc
Odisha,Koraput,Lakshmipur,Laxmipur,Laxmipur,community health centre,Laxmipur,2684425388,18.98626,83.11707,chc
Odisha,Koraput,Koraput,Dasamantapur,Dasmantapur,community health centre,Podagoda,8836317811,19.01611,82.84777,chc
Odisha,Rayagada,Gunupur,Gunupur,Gunupur,community health centre,Jagannathpur,1777734664,19.02655,83.77415,chc
Odisha,Rayagada,Seskhal,Rayagada,Rayagada,community health centre,Jemadeipentho,8282645376,19.03316,83.4322,chc
Odisha,Koraput,Dasamantapur,Dasamantapur,Dasmantapur,community health centre,Dasmanthpur,3427782333,19.0413,82.91357,chc
Odisha,Koraput,Boriguma,Borigumma,Borigumma,community health centre,Boriguma,8128283739,19.04502,82.55587,chc
Odisha,Gajapati,Serango,Nuagada,Nuagada,community health centre,B K Pada,6578558287,19.05984,84.09475,chc
Odisha,Ganjam,Jarada,Patrapur,Patrapur,community health centre,Patrapur,5834685363,19.13076,84.57573,chc
Odisha,Koraput,Kotpad,Notmapped,Kotapad,community health centre,Kotpad,5877371673,19.13483,82.32033,chc
Odisha,Ganjam,Golanthara,Chikiti,Chikiti,community health centre,Girisola,6266887568,19.16121,84.71587,chc
Odisha,Gajapati,R.Udayagiri,R.Udayagiri,R.Udayagiri,community health centre,R Udayagiri,5551626657,19.16243,84.1458,chc
Odisha,Ganjam,Jarada,Notmapped,Chikiti,community health centre,Chikiti,4857471421,19.20039,84.61992,chc
Odisha,Nabarangpur,Nabarangapur P.S,Nabarangpur,Nawarnagapur,community health centre,Sanamasigam,5843524470,19.21118,82.45084,chc
Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,community health centre,Keluapalli,1438343343,19.21239,84.81959,chc
Odisha,Nabarangpur,Nabarangapur P.S,Nandahandi,Nandahandi,community health centre,Nandahandi,4828676223,19.2141,82.64247,chc
Odisha,Rayagada,Gunupur,Ramanaguda,Ramanaguda,community health centre,Ramanaguda,3745363683,19.22029,83.67438,chc
Odisha,Rayagada,Padmapur,Padmapur,Padmapur,community health centre,Padmapur,6621533519,19.23443,83.82153,chc
Odisha,Rayagada,Rayagada,Kolnara,Kolanara,community health centre,Kolnora,1338472473,19.2481,83.46051,chc
Odisha,Nabarangpur,Kosagumuda,Kosagumuda,Kosagumuda,community health centre,Kosagumuda,3178868133,19.27443,82.24438,chc
Odisha,Ganjam,Nuagaon,Digapahandi,Digapahandi,community health centre,Bomkei,4437413646,19.28471,84.53796,chc
Odisha,Nabarangpur,Khatiguda,Tentulikhunti,Tentulikhunti,community health centre,Tentulikhunti,1784741462,19.29289,82.72626,chc
Odisha,Gajapati,Mohana,Mohana,Mohana,community health centre,Chandragiri,4787184516,19.30205,84.28598,chc
Odisha,Nabarangpur,Paparahandi,Papadahandi,Papadahandi,community health centre,Papadahandi,6361875484,19.33977,82.51786,chc
Odisha,Rayagada,Gudari,Notmapped,Gudari,community health centre,Gudari,2621855218,19.34425,83.78601,chc
Odisha,Rayagada,Kashipur,Kasipur,Kasipur,community health centre,Kashipur,7666557488,19.35396,83.12696,chc
Odisha,Ganjam,Digapahandi,Notmapped,Digapahandi,community health centre,Digapahandi,7777826137,19.37172,84.5661,chc
Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,community health centre,Kukudakhandi,6474347611,19.40039,84.75173,chc
Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,community health centre,Bellagam,2578641843,19.42994,84.8232,chc
Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,community health centre,Municipentho,4842143853,19.43382,84.99229,chc
Odisha,Ganjam,Purusottampur,Purushottampur,Purusottampur,community health centre,Bhatakumarada,7882861417,19.43603,84.87576,chc
Odisha,Gajapati,Mohana,Mohana,Mohana,community health centre,Mohana,2812312169,19.43977,84.26071,chc
Odisha,Ganjam,Hinjili,Sanakhemundi,Sanakhemundi,community health centre,Adapada,2135355713,19.45202,84.64377,chc
Odisha,Nabarangpur,Dabugan,Dabugam,Dabugaon,community health centre,Dabugaon,4446364327,19.45383,82.414,chc
Odisha,Kalahandi,Jayapatna,Jayapatna,Jaipatna,community health centre,Jaipatna,7472871180,19.46859,82.81027,chc
Odisha,Ganjam,Rambha,Ganjam,Ganjam,community health centre,Khandadeuli,4353467824,19.48351,85.01366,chc
Odisha,Ganjam,Hinjili,Notmapped,Hinjilicut,sub district hospital,Hinjilicut,6387745356,19.48364,84.7394,sdh
Odisha,Rayagada,Kalyanasingpur,Kalyansingpur,K.Singpur,community health centre,Kalyansingpur,1236888424,19.50673,83.31315,chc
Odisha,Ganjam,Seragad,Sheragada,Seragada,community health centre,Sheragada,6662446779,19.51091,84.6068,chc
Odisha,Rayagada,Bishamakatak,Bissamcuttack,Bissamacuttack,community health centre,Bissamcuttack,1615136817,19.5163,83.50848,chc
Odisha,Ganjam,Purusottampur,Notmapped,Purusottampur,community health centre,Purusottampur,8568232683,19.51993,84.88211,chc
Odisha,Kalahandi,Thuamul Rampur,Thuamul Ram Pur,Th. Rampur,community health centre,Thuamul Rampur,4425885722,19.54512,82.93883,chc
Odisha,Ganjam,Kabisuryanagar,Notmapped,Kabisuryanagar,community health centre,Kabi Surya Nagar,3514754880,19.58105,84.75483,chc
Odisha,Rayagada,Chandrapur,Chandrapur,Chandrapur,community health centre,Chandrapur,2436615112,19.59802,83.88011,chc
Odisha,Ganjam,Asika,Notmapped,Aska,sub district hospital,Aska,6875717644,19.60858,84.67028,sdh
Odisha,Ganjam,Khalikote,Notmapped,Khallikote,community health centre,Khalikote,3723487710,19.60901,85.09047,chc
Odisha,Kalahandi,Jayapatna,Kalampur,Kalampur,community health centre,Kalampur,7351886580,19.61431,82.88425,chc
Odisha,Ganjam,Kodala,Notmapped,Beguniapada,community health centre,Kodala,4452711114,19.6304,84.93996,chc
Odisha,Rayagada,Muniguda,Muniguda,Muniguda,community health centre,Muniguda,7268773566,19.63054,83.48476,chc
Odisha,Puri,Krushna Prasad,Krushnaprasad,Krushnaprasad,community health centre,Krushna Prasad,1111484158,19.63488,85.26502,chc
Odisha,Ganjam,Dharakote,Dharakote,Dharakote,community health centre,Dharakote,2842883254,19.64226,84.57381,chc
Odisha,Ganjam,Badagada,Surada,Sorada,community health centre,Badagada,6817777656,19.64569,84.41444,chc
Odisha,Nabarangpur,Umarkote,Notmapped,Notmapped,sub district hospital,Umarkote,7361588739,19.6578,82.21765,sdh
Odisha,Puri,Krushna Prasad,Krushnaprasad,Krushnaprasad,community health centre,Chilka Nuapada,1111484513,19.66357,85.38094,chc
Odisha,Kalahandi,Kokasara,Kokasara,Koksara,community health centre,Koksara,4752358442,19.66806,82.70196,chc
Odisha,Ganjam,Asika,Aska,Aska,community health centre,Balisira,1582484679,19.69735,84.63779,chc
Odisha,Ganjam,Polasara,Notmapped,Polasara,community health centre,Polosara,7132361218,19.69736,84.81265,chc
Odisha,Ganjam,Kodala,Beguniapada,Beguniapada,community health centre,Sumandal,1172723155,19.70904,85.0373,chc
Odisha,Kalahandi,Lanjigarh,Lanjigarh,Lanjigarh,community health centre,Lanjigarh,1544648767,19.71219,83.36369,chc
Odisha,Nabarangpur,Jharigan,Jharigam,Jharigaon,community health centre,Jharigam,6361487462,19.7128,82.37128,chc
Odisha,Ganjam,Surada,Notmapped,Sorada,community health centre,Surada,2368564684,19.7269,84.43866,chc
Odisha,Kalahandi,Junagarh,Junagarh,Junagarh,community health centre,Chiliguda,1111457337,19.7307,82.90639,chc
Odisha,Nabarangpur,Umarkote,Umerkote,Umerakote,community health centre,Pujariguda,7613784425,19.73205,82.20373,chc
Odisha,Khordha,Banapur,Notmapped,Chilika,community health centre,Balugaon,2584833186,19.7427,85.20785,chc
Odisha,Khordha,Banapur,Notmapped,Banapur,community health centre,Banapur,7337664457,19.78155,85.17546,chc
Odisha,Puri,Brahmagiri,Brahmagiri,Brahmagiri,community health centre,Rebana Nuagaon,1111485411,19.80092,85.69789,chc
Odisha,Kalahandi,Dharamgarh,Dharamagarh,Dharamagada,community health centre,Parla,6417875769,19.80566,82.70417,chc
Odisha,Ganjam,Buguda,Notmapped,Buguda,community health centre,Buguda,7766666379,19.81302,84.78758,chc
Odisha,Kalahandi,Biswanathpur,Lanjigarh,Lanjigarh,community health centre,Biswanathpur,8673857556,19.82498,83.42908,chc
Odisha,Kandhamal,Kotagarh,Kotagarh,Kotagada,community health centre,Subarnagiri,2815561226,19.83027,83.86006,chc
Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,community health centre,Gobara,4454682727,19.83032,84.60093,chc
Odisha,Nabarangpur,Chandahandi,Chandahandi,Chandahandi,community health centre,Chandahandi,6873481565,19.84559,82.49473,chc
Odisha,Khordha,Banapur,Banapur,Banapur,community health centre,Gambharimunda,7738157432,19.8466,85.21565,chc
Odisha,Kalahandi,Junagarh,Notmapped,Junagarh,community health centre,Junagarh,5264774430,19.86042,82.93783,chc
Odisha,Ganjam,Bhanjanagar,Notmapped,Belaguntha,community health centre,Bellaguntha,3237268473,19.87751,84.63847,chc
Odisha,Puri,Chandanpur,Sadar,Sadar,community health centre,Chandanpur,1111543730,19.88729,85.81898,chc
Odisha,Kandhamal,Daringbadi,Daringibadi,Daringibadi,community health centre,Daringbadi,7216715156,19.90701,84.12549,chc
Odisha,Khordha,Tangi,Tangi,Tangi,community health centre,Tangi,8346664140,19.92291,85.39737,chc
Odisha,Puri,Kakatpur,Kakat Pur,Kakatapur,community health centre,Bangurigaon,1111465769,19.93571,86.19395,chc
Odisha,Puri,Satyabadi,Satyabadi,Satyabadi,community health centre,Sakhigopal,1111543672,19.94548,85.82049,chc
Odisha,Puri,Satyabadi,Satyabadi,Satyabadi,community health centre,Algum,1111543466,19.95062,85.7472,chc
Odisha,Kandhamal,Tumudibandha,Tumudibandh,Tumudibandha,community health centre,Tumudibandha,1234126132,19.96914,83.70759,chc
Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,community health centre,Jaganath Prasad,4626832861,19.97243,84.78262,chc
Odisha,Puri,Astaranga,Astaranga,Astaranga,community health centre,Astaranga,1111454367,19.9761,86.27152,chc
Odisha,Puri,Gop,Gop,Gopa,community health centre,Gop,1111455448,19.98479,86.02047,chc
Odisha,Puri,Gadisagada,Kanas,Kanas,community health centre,Kanas,1111558431,20.00382,85.65072,chc
Odisha,Nabarangpur,Raighar,Raighar,Raighar,community health centre,Hatabharandi,4178582732,20.01513,81.91457,chc
Odisha,Nayagarh,Odagaon,Notmapped,Odagaon,community health centre,Odagaon,4263187744,20.01716,84.97991,chc
Odisha,Kalahandi,Sadar,Kesinga,Notmapped,community health centre,Pastikudi,5483546437,20.02065,83.17738,chc
Odisha,Nayagarh,Sarankul,Odagaon,Odagaon,community health centre,Sarankul,7456358642,20.02694,85.08462,chc
Odisha,Puri,Nimapada,Notmapped,Nimapara,community health centre,Nimapada,1111528855,20.04956,86.00712,chc
Odisha,Kalahandi,Narala,Narala,Narla,community health centre,Narla,7226144884,20.05932,83.38963,chc
Odisha,Kandhamal,Raikia,Raikia,Raikia,community health centre,Raikia,5373782852,20.05958,84.23843,chc
Odisha,Puri,Delanga,Delanga,Delanga,community health centre,Delanga,1111476170,20.06026,85.74628,chc
Odisha,Nayagarh,Ranapur,Notmapped,Ranapur,community health centre,Ranpur,3478354560,20.06108,85.34742,chc
Odisha,Puri,Nimapada,Nimapada,Nimapara,community health centre,Charichhak,1111528764,20.06399,85.99289,chc
Odisha,Khordha,Jankia,Begunia,Begunia,community health centre,Botalama,6342347371,20.08888,85.4299,chc
Odisha,Kalahandi,Kegaon,Golamunda,Golamunda,community health centre,Chapuria,6768286178,20.09112,82.86715,chc
Odisha,Ganjam,Tarasingi,Bhanjanagar,Bhanjangar,community health centre,Gallery,4285578185,20.09472,84.56743,chc
Odisha,Nuapada,Sinapali,Sinapali,Sinapali,community health centre,Sinapali,2815876772,20.09852,82.64098,chc
Odisha,Jagatsinghapur,Naugaon,Naugaon,Naugaon,community health centre,Naugaon,8244756360,20.1034,86.18935,chc
Odisha,Puri,Pipili,Notmapped,Pipili,community health centre,Pipli,1111462642,20.10713,85.83662,chc
Odisha,Kandhamal,G.Udayagiri,Notmapped,G.Udayagiri,community health centre,G.Udayagari,8867655543,20.10942,84.36831,chc
Odisha,Puri,Pipili,Pipili,Pipili,community health centre,Panidol,1111462766,20.11891,85.78378,chc
Odisha,Kandhamal,Nuagaon,K.Nuagan,Nuagaon,community health centre,K. Nuagaon,4175578774,20.13698,84.01454,chc
Odisha,Kandhamal,G.Udayagiri,G.Udayagiri,G.Udayagiri,community health centre,Gressingia,5576215130,20.13734,84.34637,chc
Odisha,Cuttack,Niali,Niali,Niali,community health centre,Niali,3883481529,20.13949,86.06837,chc
Odisha,Jagatsinghapur,Balikuda,Balikuda,Balikuda,community health centre,Balikuda,1751143312,20.14279,86.27273,chc
Odisha,Nayagarh,Itamati,Nayagarh,Nayagarh,community health centre,Badapandusar,2338741867,20.15178,85.17867,chc
Odisha,Khordha,Jatani,Notmapped,Jatani,community health centre,Jatani,5762734449,20.15234,85.70319,chc
Odisha,Kalahandi,Kegaon,Bhawanipatna,Bhawanipatna,community health centre,Borda,7316588289,20.15841,82.98493,chc
Odisha,Nayagarh,Nuagaon,Nuagaon,Nuagaon,community health centre,Mahipur,6821442875,20.16401,84.99457,chc
Odisha,Nayagarh,Ranapur,Ranapur,Ranapur,community health centre,Rajsunakhala,7462458634,20.16663,85.33291,chc
Odisha,Khordha,Bolagad,Bolagarh,Bolagarh,community health centre,Bolagarh,8572813684,20.17294,85.28005,chc
Odisha,Puri,Pipili,Pipili,Pipili,community health centre,Managalpur,1111462675,20.17398,85.88529,chc
Odisha,Kalahandi,Kesinga,Notmapped,Kesinga,community health centre,Kesinga,2318888258,20.18677,83.22318,chc
Odisha,Kalahandi,Madanpur Rampur,Madanpur Rampur,M.Rampur,community health centre,Madanpur Rampur,2223737889,20.19216,83.51945,chc
Odisha,Khordha,Balianta,Balianta,Balianta,community health centre,Balakati,6582384456,20.2012,85.87731,chc
Odisha,Jagatsinghapur,Ersama,Erasama,Erasama,community health centre,Ersama,7781547422,20.20137,86.40738,chc
Odisha,Khordha,Balipatna,Balipatna,Balipatna,community health centre,Balipatna,8672478123,20.20309,85.96186,chc
Odisha,Khordha,Bolagad,Bolagarh,Bolagarh,community health centre,Bankoi,2153214149,20.21525,85.3451,chc
Odisha,Cuttack,Olatapur,Kantapada,Kantapada,community health centre,Adaspur,2435824681,20.21858,86.01385,chc
Odisha,Kandhamal,Nuagaon,K.Nuagan,Nuagaon,community health centre,Sarangarh,1785785583,20.2248,84.13042,chc
Odisha,Balangir,Sindhekela,Bangomunda,Bangomunda,community health centre,Sindhekela,7442787128,20.22743,82.93592,chc
Odisha,Balangir,Titlagarh,Titlagarh,Titilagarh,community health centre,Kholan,6215542314,20.22982,83.08546,chc
Odisha,Kandhamal,Tikabali,Tikabali,Tikabali,community health centre,Tikabali,2767788512,20.24016,84.3507,chc
Odisha,Kandhamal,Baliguda,Baliguda,Baliguda,community health centre,Barakhama,3376138479,20.24078,83.83644,chc
Odisha,Nuapada,Boden,Boden,Boden,community health centre,Boden,3736211214,20.24916,82.57058,chc
Odisha,Nayagarh,Khandapada,Notmapped,Khandapada,community health centre,Khandapada,5772683859,20.26484,85.17154,chc
Odisha,Jagatsinghapur,Paradip,Notmapped,Notmapped,community health centre,Paradeep CHC,6172764844,20.26743,86.65297,chc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Notmapped,uchc,UCHC Unit 4,1111424758,20.26781,85.83647,chc
Odisha,Khordha,Chandaka,Bhubaneswar,Bhubaneswar,community health centre,Mendhasala,4677225783,20.27099,85.70114,chc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,community health centre,Mandasahi,7786332242,20.27542,86.10931,chc
Odisha,Khordha,Khordha,Khordha,Khurda,community health centre,Haladia,7876661377,20.2779,85.57493,chc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,community health centre,Bhapur,1675247884,20.28395,85.29156,chc
Odisha,Nuapada,Khariar,Notmapped,Khariar,sub district hospital,Khariar,2726882281,20.29494,82.75804,sdh
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,community health centre,Manijanga,2457672844,20.30514,86.37892,chc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,community health centre,Brahmanpad,4588317364,20.31054,84.47914,chc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,community health centre,Nuagadiasahi,7483268319,20.31268,85.22633,chc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,community health centre,Kunjanga,3377732825,20.31955,86.52682,chc
Odisha,Nayagarh,Dasapalla,Notmapped,Dasapalla,community health centre,Dasapalla,5511576141,20.33132,84.84882,chc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,community health centre,Madhyakhanda,1283378675,20.33828,84.92886,chc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,community health centre,Mahidharpada,5664318788,20.33924,85.92118,chc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,community health centre,Biridi,1448844124,20.35721,86.08302,chc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,community health centre,Phiringia,7563685770,20.35791,84.12299,chc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,community health centre,Raghunathpur,5872858260,20.36276,86.16055,chc
Odisha,Kandhamal,Phulabani,Phulbani,Phulbani,community health centre,Gumagarh,1572226528,20.36287,84.26924,chc
Odisha,Kalahandi,Madanpur Rampur,Karlamunda,Karlamunda,community health centre,Karlamunda,1487367276,20.36736,83.46979,chc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,community health centre,Dompada,8135123217,20.38858,85.62711,chc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,community health centre,Muribahal,1272172253,20.38914,83.01006,chc
Odisha,Kendrapara,Patkura,Garadapur,Garadapur,community health centre,Patkura,1736768282,20.38961,86.40632,chc
Odisha,Cuttack,Kanpur,Narasinghpur,Narsinghpur,community health centre,Kanpur,5474527446,20.40189,85.17948,chc
Odisha,Nayagarh,Gania,Gania,Gania,community health centre,Gania,1625156185,20.40199,85.05054,chc
Odisha,Cuttack,Cuttack Sadar,Cuttacksadar,Cuttack,community health centre,Bentkar,5142248888,20.40486,85.94683,chc
Odisha,Balangir,Tushura,Gudvella,Gudvella,community health centre,Gudvela,4742326749,20.41347,83.56788,chc
Odisha,Cuttack,Badamba,Badamba,Baramba,community health centre,Badamba,3746457815,20.41737,85.34605,chc
Odisha,Kendrapara,Marsaghai,Marsaghai,Marshaghai,community health centre,Marsaghai,1733842478,20.42258,86.47791,chc
Odisha,Kendrapara,Mahakalapada,Mahakalapada,Mahakalapada,community health centre,Mahakalpada,8872573178,20.42347,86.58024,chc
Odisha,Cuttack,Banki,Banki,Banki,community health centre,Subarnapur,5355514521,20.43656,85.60597,chc
Odisha,Cuttack,Badamba,Badamba,Baramba,community health centre,Maniabandh,7847351736,20.43659,85.42997,chc
Odisha,Kandhamal,Khajuripada,Khajuripada,Khajuripada,community health centre,Khajuripada,6163766881,20.43702,84.40933,chc
Odisha,Cuttack,Tigiria,Tigiria,Tigiria,community health centre,Bindhanima,2177828767,20.44172,85.49571,chc
Odisha,Balangir,Saintala,Saintala,Saintala,community health centre,Saintala,4262723887,20.44363,83.36145,chc
Odisha,Cuttack,Narasinghpur,Narasinghpur,Narsinghpur,community health centre,Narsinghpur,7847821530,20.45813,85.07803,chc
Odisha,Cuttack,Tigiria,Tigiria,Tigiria,community health centre,Tigiria,8851187859,20.46786,85.47742,chc
Odisha,Balangir,Kantabanji,Notmapped,Notmapped,community health centre,Kantabanji,3212372126,20.46972,82.91973,chc
Odisha,Cuttack,Salepur,Salepur,Salepur,community health centre,Salipur,6351684847,20.47292,86.09849,chc
Odisha,Cuttack,Nischintakoili,Nischinta Koili,Nichintakoili,community health centre,Nischintakoili,3221625530,20.47851,86.17989,chc
Odisha,Cuttack,Khuntuni,Athagad,Athagarh,community health centre,Berhampur,3274274822,20.49142,85.76488,chc
Odisha,Boudh,Harbhanga,Harabhanga,Harabhanga,community health centre,Adenigarh,2387278266,20.4955,84.48331,chc
Odisha,Nuapada,Komna,Komna,Komna,community health centre,Komna,6754182878,20.50409,82.66927,chc
Odisha,Balangir,Turekela,Turekela,Turiekela,community health centre,Turekela,2381823877,20.50447,82.80689,chc
Odisha,Cuttack,Narasinghpur,Narasinghpur,Narsinghpur,community health centre,Judum,5731232152,20.52373,84.96909,chc
Odisha,Nuapada,Komna,Komna,Komna,community health centre,Bhella,7217261218,20.52938,82.63511,chc
Odisha,Cuttack,Tangi,Tangi Choudwar,Tangi Choudwar,community health centre,Tangi,4747325738,20.53439,85.92529,chc
Odisha,Kendrapara,Derabish,Derabish,Derabish,community health centre,Derabish,2363247871,20.54216,86.33596,chc
Odisha,Balangir,Tushura,Deogaon,Deogaon,community health centre,Deogaon,7211582122,20.54496,83.42344,chc
Odisha,Cuttack,Mahanga,Mahanga,Mahanga,community health centre,Mahanga,1715173611,20.55707,86.20087,chc
Odisha,Kendrapara,Rajnagar,Rajnagar,Rajnagar,community health centre,Rajnagar,1182162659,20.57187,86.71792,chc
Odisha,Kendrapara,Pattamundai,Notmapped,Pattamundai,sub district hospital,Pattamundai,7833673325,20.57886,86.5619,sdh
Odisha,Balangir,Belpara,Belpara,Belapara,community health centre,Belpara,6516825111,20.59089,82.96774,chc
Odisha,Dhenkanal,Balimi,Hindol,Hindol,community health centre,Khajuria Kata,8842427554,20.60497,85.20396,chc
Odisha,Kendrapara,Nikirai,Kendrapada,Kendrapara,community health centre,Indupur,6776481571,20.61589,86.40174,chc
Odisha,Boudh,Puruna Katak,Harabhanga,Harabhanga,community health centre,Purunakatak,4821484260,20.62699,84.4315,chc
Odisha,Boudh,Kantamal,Kantamal,Kantamala,community health centre,Kantamal,6623446744,20.6568,83.73805,chc
Odisha,Jajapur,Badachana,Badchana,Barachana,community health centre,Barachana,6275418488,20.669,86.12765,chc
Odisha,Jajapur,Bari - Ramachandrapur,Bari,Bari,community health centre,Bari,8173667737,20.68762,86.35188,chc
Odisha,Kendrapara,Aali,Aul,Aul,community health centre,Aali,5873837529,20.68765,86.65282,chc
Odisha,Dhenkanal,Dhenkanal Sadar,Dhenkanal Sadar,Dhenkanal,community health centre,Beltikiri,8454555841,20.69492,85.69339,chc
Odisha,Balangir,Balangir,Balangir,Bolangir,community health centre,Chudapali,5111585278,20.71856,83.29494,chc
Odisha,Jajapur,Binjharpur,Binjharpur,Binjharpur,community health centre,Binjharpur,5642865785,20.72341,86.40865,chc
Odisha,Sonepur,Tarbha,Notmapped,Tarava,community health centre,Tarva,5538188730,20.72822,83.67873,chc
Odisha,Kendrapara,Rajkanika,Rajkanika,Rajakanika,community health centre,Rajkanika,8417865667,20.73852,86.69878,chc
Odisha,Anugul,Bantala,Anugul,Anugul,community health centre,Bantala,6728864528,20.74247,85.06562,chc
Odisha,Balangir,Khaprakhol,Khaprakhol,Khaparakhole,community health centre,Khaprakhol,7715474586,20.75477,82.86086,chc
Odisha,Dhenkanal,Motunga,Odapada,Odapada,community health centre,Odapada,7655643786,20.76504,85.43342,chc
Odisha,Bhadrak,Chandabali,Notmapped,Chandabali,community health centre,Chandbali,8613537870,20.77346,86.7412,chc
Odisha,Dhenkanal,Gandia,Gondia,Gandia,community health centre,Sriram Chandra Pur,3512137252,20.77449,85.8071,chc
Odisha,Jajapur,Dharmasala,Dahrmasala,Dharmasala,community health centre,Dharmasala,3863583815,20.77746,86.16504,chc
Odisha,Jajapur,Jajapur,Jajpur,Jajpur,community health centre,Markandapur,5273782382,20.78339,86.33575,chc
Odisha,Anugul,Athmallik,Athmallik,Athamallik,community health centre,MADHAPUR,7324817373,20.78354,84.41999,chc
Odisha,Balangir,Balangir,Puintala,Puintala,community health centre,Jamgaon,6544454678,20.79206,83.58727,chc
Odisha,Dhenkanal,Tumusingha,Kamakhyanagar,Kamakhyanagar,community health centre,Analaberini,2438717379,20.81045,85.54333,chc
Odisha,Jajapur,Mangalpur,Dasarathapur,Dasarthpur,community health centre,Mangalpur,4864232642,20.81152,86.51972,chc
Odisha,Balangir,Patnagarh,Patnagarh,Patnagarh,community health centre,Ghasian,6873357724,20.81278,83.17975,chc
Odisha,Boudh,Baunsuni,Boudh,Boudh,community health centre,Baunsuni,7445313872,20.81376,84.07411,chc
Odisha,Sonepur,Sonapur,Sonepur,Sonepur,community health centre,Naikenpali,1722578885,20.8151,83.6811,chc
Odisha,Boudh,Manamunda,Kantamal,Kantamala,community health centre,Manamunda,7145287681,20.82196,83.91521,chc
Odisha,Jajapur,Kuakhia,Rasulpur,Rasulpur,community health centre,Madhubana,8636484159,20.83156,86.16395,chc
Odisha,Jajapur,Mangalpur,Dasarathapur,Dasarthpur,community health centre,Dasarathpur,1111424451,20.83185,86.44926,chc
