Statename,Districtname,Subdistrictname,Blockname,Healthblockname,Healthfacilitytype,Facilityname,NIN,latitude,longitude,facility_type_standardized
Odisha,Balangir,Titlagarh,Titlagarh,Titilagarh,health sub centre,Desil,7348712469,20.2814,83.17717,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Patasundarpur,5488545368,20.28163,85.98774,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Barabati,8282577272,20.28164,85.24812,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Baredia,8632813476,20.28188,86.06776,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Bandhagada,1871388755,20.28293,84.15571,hsc
Odisha,Khordha,Balianta,Balianta,Balianta,health sub centre,Benupur,8455571888,20.28304,85.90758,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Patapur,7474253676,20.28331,86.50891,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Tendabadi,8578646161,20.28369,84.86462,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Gangeswar,1454434778,20.28422,85.94679,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Arabaka,7418386327,20.28475,84.31937,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,MUNDAPADAR,8314636443,20.28522,82.92799,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Sanara,6444346149,20.28565,86.2406,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Bhrungijodi,5521231372,20.28638,84.07635,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Borikhi,7185211310,20.28702,86.47933,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Khariar,1675412124,20.2871,82.76228,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Kalapathar,8442681428,20.28734,85.38422,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Khalisahi,6537757749,20.28739,85.18065,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Garam,7358182777,20.28757,86.32943,hsc
Odisha,Kandhamal,Baliguda,Baliguda,Baliguda,health sub centre,Kutikia,4377373412,20.28906,83.903,hsc
Odisha,Khordha,Uttara P.S,Bhubaneswar,Bhubaneswar,health sub centre,Nakhara,7436822287,20.28982,85.79063,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Sambarbindha,3844511885,20.29009,85.10338,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Manijanga,6772624380,20.29045,86.28256,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Mulisingh,8227288712,20.29045,86.28256,hsc
Odisha,Kalahandi,Madanpur Rampur,Karlamunda,Karlamunda,health sub centre,Borpadar,4631463488,20.29107,83.47311,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Ganadkipur,1717111379,20.29124,86.55883,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,health sub centre,Madhusudanpur Sasan,5758264864,20.29129,86.13356,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Balia,4158188856,20.29138,86.5176,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Chakapad,4131123236,20.29199,84.48083,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Nimakana,5166325257,20.29209,86.3785,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,health sub centre,Palasola,2223656212,20.29215,86.18229,hsc
Odisha,Khordha,Balianta,Balianta,Balianta,health sub centre,Dhamilo,6361815118,20.29217,85.92205,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Radhanga,2754881437,20.29255,86.20651,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Basandara,1858753443,20.29319,86.05175,hsc
Odisha,Khordha,Nandankanan,Bhubaneswar,Bhubaneswar,health sub centre,Kenduapatna,7186846718,20.2936,85.56885,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Darudhipa,7361483857,20.29379,85.22684,hsc
Odisha,Kandhamal,Baliguda,Baliguda,Baliguda,health sub centre,Melsikia,7876365722,20.29395,83.83069,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Talapada,3374784514,20.29449,84.03603,hsc
Odisha,Khordha,Balianta,Balianta,Balianta,health sub centre,Balianta,4851248734,20.29565,85.90329,hsc
Odisha,Nayagarh,Nuagaon,Nuagaon,Nuagaon,health sub centre,Lunisara,7674234724,20.29629,84.94208,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Sailo,4111352334,20.29657,86.4085,hsc
Odisha,Jagatsinghapur,Tirtol,Raghunathpur,Raghunathpur,health sub centre,Eradanga,7475786252,20.29742,86.24792,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Jharpada,3635116134,20.29773,86.02359,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,CHULIPHUNKA,5883572371,20.2982,82.88429,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Puran,3721647489,20.29842,86.06615,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Kothi,3837735335,20.2986,86.57835,hsc
Odisha,Nuapada,Boden,Boden,Boden,health sub centre,Bhainsadani,2222222180,20.29864,82.51322,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Gopiakuda,5835428763,20.29884,86.54873,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,health sub centre,Singharpur,1583377443,20.29902,86.14393,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Kelapada,2214311249,20.29921,84.09562,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Fatehgad,6246885724,20.29962,85.33001,hsc
Odisha,Kalahandi,Kesinga,Kesinga,Kesinga,health sub centre,Tundla,2868186335,20.2998,83.35354,hsc
Odisha,Nayagarh,Fategarh,Khandapara,Khandapada,health sub centre,Ranichheli,4576882411,20.29999,85.21451,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,health sub centre,Rambhadeipur,4358337667,20.30034,86.11174,hsc
Odisha,Cuttack,Choudwar,Banki,Banki,health sub centre,Karadapali,5477446172,20.30044,85.3967,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Kamarsahi,7127885643,20.30072,86.01214,hsc
Odisha,Kandhamal,Tikabali,Tikabali,Tikabali,health sub centre,Kainjhar,8473123472,20.30112,84.26332,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Dedhasara,8175864720,20.30113,84.8513,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Pankapal,8188284155,20.30257,86.44951,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Kainphulia,4776374557,20.30274,85.28389,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Khandala,4454644719,20.30317,85.96902,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Talapada,8222434774,20.30326,86.40423,hsc
Odisha,Kalahandi,Madanpur Rampur,Karlamunda,Karlamunda,health sub centre,Regeda,3865375830,20.30333,83.44994,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Tirtol,6187453441,20.30417,86.38222,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Mangarajpur,8417584656,20.30418,86.56596,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Bodasa,8844216633,20.3056,85.19309,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Jagatnathpur,5528678856,20.30627,86.62858,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Barakoli,4486536453,20.30632,85.17636,hsc
Odisha,Kalahandi,Madanpur Rampur,Madanpur Rampur,M.Rampur,health sub centre,Madanpur,7772823246,20.30639,83.5322,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Brahamanpad,8355835839,20.30682,84.47527,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Tentulipada,6524873855,20.30694,86.32183,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Naraganga,4585334289,20.30783,85.50205,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Chadheiyapalli,2881285478,20.30807,84.63754,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Tarikunda,7264458758,20.30851,86.13081,hsc
Odisha,Cuttack,Choudwar,Banki,Banki,health sub centre,Nuagaon,2716738865,20.30858,85.45637,hsc
Odisha,Jagatsinghapur,Balikuda,Raghunathpur,Raghunathpur,health sub centre,Redhua,2586883411,20.30888,86.21403,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Baraput,2448618633,20.30905,85.43413,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Taladanda,7516828865,20.30974,86.47757,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Kurangapradhan,1267212627,20.30982,85.94533,hsc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,health sub centre,Sirol,2245882689,20.30985,83.1062,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Jaejaspanga,5454448530,20.31001,83.97857,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghpur,Jagatsinghpur,health sub centre,Samanga,3842858312,20.31015,86.16722,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Nuagadiasahi MC,1361218165,20.31051,85.22218,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Tarjanga,1686686468,20.31086,86.3063,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Khudpej,2167651229,20.31181,82.69249,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Ratanga,1117642551,20.31212,84.13688,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Badmaheswar,6413438760,20.31269,82.78882,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Badi,4622487454,20.31269,82.78882,hsc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Bhubaneswar,health sub centre,Bhatakudi,5422631217,20.31293,85.67257,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Chhapada,4142818741,20.31355,86.26492,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Padanpur,1282486743,20.31371,85.57041,hsc
Odisha,Cuttack,Choudwar,Banki,Banki,health sub centre,Kalipoi,5551637217,20.31415,85.39856,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Paradeep Garh,1815153711,20.31455,86.61188,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Hasina,4373344714,20.31476,86.5642,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Tartol,3617586841,20.31476,86.36757,hsc
Odisha,Cuttack,Barang,Baranga,Baranga,health sub centre,Bidyadharpur,3317116311,20.31661,85.9355,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Khamarsahi,6261125667,20.3168,84.88461,hsc
Odisha,Balangir,Saintala,Saintala,Saintala,health sub centre,Belgaon,6878518411,20.31735,83.32161,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Sunakhala,2685121614,20.31762,85.30545,hsc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Bhubaneswar,health sub centre,Mancheswar,8572457342,20.31821,85.86465,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Zillanasi,6548745634,20.31844,86.49312,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Balarampur,8784877840,20.31877,86.53601,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Harianta,6625836785,20.3193,85.96925,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Balia,1387775677,20.3193,86.074,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Sadeipur,8337178357,20.32033,86.16761,hsc
Odisha,Nuapada,Boden,Boden,Boden,health sub centre,Khaira,4663422782,20.32088,82.60878,hsc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Bhubaneswar,health sub centre,Andharua,2274843578,20.3211,85.77169,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Benagadia,4728118839,20.32138,85.17074,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Talabasta,2252215674,20.32165,85.59777,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Jagannathpur,8166728827,20.32186,85.38558,hsc
Odisha,Cuttack,Choudwar,Banki,Banki,health sub centre,Kantaki,7672434813,20.32251,85.41864,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Manguli,1535156812,20.32301,86.05209,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Bhutamundei,8836158728,20.32384,86.58355,hsc
Odisha,Nayagarh,Nuagaon,Nuagaon,Nuagaon,health sub centre,J N Prasad,8227847251,20.3239,84.94704,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Pipal,1183212230,20.32397,86.60051,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Sankarakhol,4662483330,20.32443,84.3067,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Pabingia,1343488233,20.32445,84.1661,hsc
Odisha,Balangir,Bangomunda,Muribahal,Muribahal,health sub centre,Malpada,8766455649,20.32447,83.01177,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Rabingia,7647256689,20.32463,84.05924,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Sadingia,5782672470,20.32509,83.94826,hsc
Odisha,Khordha,Balianta,Balianta,Balianta,health sub centre,Jagannathpur,5886661684,20.32514,85.91125,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Nuagard,5537247784,20.32554,86.628,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Dhansara,8566642743,20.32612,85.531,hsc
Odisha,Cuttack,Baidyeswar,Banki,Banki,health sub centre,Kendupali,6187854184,20.32643,85.36427,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Badakorakora,2484373176,20.32671,86.19837,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Hansura,8454674618,20.32744,86.42527,hsc
Odisha,Balangir,Titlagarh,Titlagarh,Titilagarh,health sub centre,Nanajhar,4477666269,20.32769,83.15159,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Maseripada,2221125772,20.32849,84.1491,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Brahmapura,4315321614,20.32877,85.4834,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Mahulaberena,7275278732,20.32897,85.22156,hsc
Odisha,Kendrapara,Marsaghai,Mahakalapada,Mahakalapada,health sub centre,Patalipank,1561177310,20.32928,86.54719,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Khandapada,7178373275,20.32945,84.87546,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Nahalpur,5276838546,20.32957,85.99508,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Satapatna,1318561139,20.32989,84.86588,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Amlapali,1874645763,20.33014,82.84356,hsc
Odisha,Kendrapara,Marsaghai,Mahakalapada,Mahakalapada,health sub centre,Naladia,6544872457,20.33027,86.5623,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,BIRIPALI,6161245250,20.33051,82.8043,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Jaipur,1812622551,20.33102,86.27441,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Balidia,5538871863,20.33111,86.61569,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Sankarpur,3261878676,20.3319,86.12649,hsc
Odisha,Balangir,Bangomunda,Muribahal,Muribahal,health sub centre,Bhoipada,2641751124,20.33257,82.96325,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Marada,6661115458,20.33271,85.25321,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Baradakhol,6438851286,20.33373,84.44218,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Adhangagarh,8576385424,20.33376,86.10895,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Kiajhar,8637357669,20.33384,85.12679,hsc
Odisha,Balangir,Titlagarh,Titlagarh,Titilagarh,health sub centre,Sagadghat,6512415149,20.33424,83.18867,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Govindapur,8573672766,20.33474,86.02328,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Kolar,1287757478,20.33577,86.38825,hsc
Odisha,Nuapada,Boden,Boden,Boden,health sub centre,Damjhar,5187247837,20.33629,82.66689,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Sadhei,3683868123,20.33635,86.13989,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Padmavati,8365837627,20.33667,85.31111,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Dihagaon,7676783314,20.33758,84.8979,hsc
Odisha,Cuttack,Gobindpur,Kantapada,Kantapada,health sub centre,Taradapada,4284161884,20.33775,86.01445,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Kanimul,6738258638,20.33777,86.30168,hsc
Odisha,Nayagarh,Fategarh,Bhapur,Bhapur,health sub centre,Karabara,3854277450,20.33778,85.33967,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Madhyakhanda MC,7277723826,20.33779,84.93196,hsc
Odisha,Jagatsinghapur,Kujang,Kujang,Kujanga,health sub centre,Gobardhanpur,1528885682,20.33813,86.41038,hsc
Odisha,Khordha,Chandaka,Bhubaneswar,Bhubaneswar,health sub centre,Kantabad,4681766822,20.33846,85.7113,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Gababasta,3734145844,20.33887,85.95235,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Bhojpur,3366482465,20.34001,82.77185,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Mahidharpada,3644335832,20.34024,85.92092,hsc
Odisha,Khordha,Balianta,Balianta,Balianta,health sub centre,Pahal,8434342328,20.34041,85.88693,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Bargaon,2682348756,20.34076,82.68809,hsc
Odisha,Kendrapara,Jamboo Marine,Mahakalapada,Mahakalapada,health sub centre,Batighar,3446444162,20.34103,86.74642,hsc
Odisha,Kendrapara,Patkura,Marsaghai,Marshaghai,health sub centre,Batira,6714443436,20.3412,86.44636,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Sankheswar,7131515368,20.34217,86.34549,hsc
Odisha,Kandhamal,Chakapada,Chakapad,Chakapada,health sub centre,Belapadar,6845375853,20.34227,84.47219,hsc
Odisha,Kalahandi,Madanpur Rampur,Madanpur Rampur,M.Rampur,health sub centre,Mohangiri,4348537624,20.34249,83.68061,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Brahmanda,6468747511,20.34251,85.99362,hsc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,health sub centre,Haldi,8264344238,20.34416,83.04112,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,BANGOMUNDA,5122653230,20.34444,82.91078,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Amberi,8773237717,20.34456,86.36111,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Kunjabanagada,6434324346,20.34503,84.84828,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Jakela,6646853587,20.34511,85.00902,hsc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,health sub centre,Malisira,5413488247,20.34544,83.08688,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,BHALUMUNDA,4385477130,20.3456,82.84847,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Narajipada,4367614684,20.34578,84.77826,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Dharadharpur,5771772489,20.34614,86.17374,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Koska,1861155719,20.34615,85.02622,hsc
Odisha,Kendrapara,Marsaghai,Mahakalapada,Mahakalapada,health sub centre,Tikarpanga,6288132480,20.34663,86.56492,hsc
Odisha,Nayagarh,Dasapalla,Dasapalla,Dasapalla,health sub centre,Golahandi,6654744454,20.34664,84.96094,hsc
Odisha,Kendrapara,Marsaghai,Mahakalapada,Mahakalapada,health sub centre,Tikhiri,2731284879,20.34688,86.48563,hsc
Odisha,Balangir,Sindhekela,Bangomunda,Bangomunda,health sub centre,TUREKELA,6887112784,20.34749,82.8336,hsc
Odisha,Kalahandi,Madanpur Rampur,Karlamunda,Karlamunda,health sub centre,Sargul Malpada,7664252884,20.34761,83.41844,hsc
Odisha,Nayagarh,Gania,Gania,Gania,health sub centre,Jaganathprasad,6635151233,20.34787,84.9762,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Banapur,6632842479,20.34809,85.08806,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Hazipur,2348258373,20.34888,86.04295,hsc
Odisha,Kendrapara,Marsaghai,Mahakalapada,Mahakalapada,health sub centre,Amepal,4312844857,20.34889,86.49752,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Anuari,3858337177,20.34905,85.44394,hsc
Odisha,Kalahandi,Kesinga,Kesinga,Kesinga,health sub centre,Belkhandi,8828453558,20.34952,83.39914,hsc
Odisha,Khordha,Balipatna,Balipatna,Balipatna,health sub centre,Basantamala,8523438722,20.34953,85.90312,hsc
Odisha,Kalahandi,Madanpur Rampur,Madanpur Rampur,M.Rampur,health sub centre,Gochhadengen,6546614881,20.34958,83.56416,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Ragadi,5251183223,20.34974,85.51869,hsc
Odisha,Khordha,Chandaka,Bhubaneswar,Bhubaneswar,health sub centre,Jadupur,1313856112,20.35032,85.77971,hsc
Odisha,Kendrapara,Patkura,Marsaghai,Marshaghai,health sub centre,Antei,2787123872,20.35083,86.42706,hsc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Bhubaneswar,health sub centre,Barimunda,1313166561,20.35126,85.87085,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Bhansar,7172767837,20.35165,86.29044,hsc
Odisha,Kandhamal,Phiringia,Phiringia,Phiringia,health sub centre,Dimiriguda,5487335738,20.35174,84.05176,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Jilipada,6877176245,20.35249,85.16264,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Botalama,6563872685,20.3526,85.45361,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Patapur,4358336644,20.35261,85.55058,hsc
Odisha,Cuttack,Banki,Banki- Dampara,Dompara,health sub centre,Bilipada,7716683433,20.35265,85.57072,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Usuma,7825743573,20.35273,85.94413,hsc
Odisha,Nayagarh,Banigochha,Dasapalla,Dasapalla,health sub centre,Kujamendhi,2588757365,20.35395,84.51381,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Arana,7324484554,20.35454,86.10971,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Tarapur,5277368766,20.35505,86.22361,hsc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,health sub centre,Patrapali,3121516649,20.35524,82.95827,hsc
Odisha,Jagatsinghapur,Jagatsinghapur,Raghunathpur,Raghunathpur,health sub centre,Barty,6426487267,20.35547,86.20687,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Krishnanandapur,6443821381,20.3557,86.26482,hsc
Odisha,Cuttack,Banki,Banki,Banki,health sub centre,Baideswar,5451361223,20.35581,85.38741,hsc
Odisha,Kalahandi,Madanpur Rampur,Karlamunda,Karlamunda,health sub centre,Rajpur,7486822534,20.35581,83.47535,hsc
Odisha,Khordha,Bhubaneswar (M.Corp.),Bhubaneswar,Bhubaneswar,health sub centre,Kalarahanga,6548337457,20.35664,85.84398,hsc
Odisha,Jagatsinghapur,Biridi,Biridi,Biridi,health sub centre,Biridi,8714782268,20.35666,86.08843,hsc
Odisha,Cuttack,Athagad,Banki- Dampara,Dompara,health sub centre,Kusunda,6467813439,20.35708,85.49644,hsc
Odisha,Balangir,Bangomunda,Bangomunda,Bangomunda,health sub centre,Khaira,8647245334,20.35735,82.88792,hsc
Odisha,Nayagarh,Khandapada,Khandapara,Khandapada,health sub centre,Kantilo,4782154837,20.35779,85.1902,hsc
Odisha,Kendrapara,Patkura,Garadapur,Garadapur,health sub centre,Palasudha,2128517154,20.35809,86.30589,hsc
Odisha,Jagatsinghapur,Tirtol,Tirtol,Tirtol,health sub centre,Samantrapur,7715834854,20.35849,86.39659,hsc
Odisha,Balangir,Titlagarh,Muribahal,Muribahal,health sub centre,Tetelkhunti,2747414858,20.35931,83.05382,hsc
Odisha,Nuapada,Khariar,Khariar,Khariar,health sub centre,Bhuliasikuan,1886281771,20.35968,82.79125,hsc
Odisha,Cuttack,Cuttack Sadar,Baranga,Baranga,health sub centre,Khalarda,2724374349,20.3601,85.96795,hsc
Odisha,Balangir,Saintala,Saintala,Saintala,health sub centre,Ghunsar,2281211272,20.36028,83.38152,hsc
