district,village_id,name,subdistrict,tru_2011,nearest_dist_km,covered
mayurbhanj,390529,Kisantandi,Betanati,Rural,4.46929323593714,Covered
nuapada,422039,Anchalpur,Khariar,Rural,4.4693484923142375,Covered
bargarh,380378,Litipali,Bijepur,Rural,4.469781512681312,Covered
boudh,418520,Bhuktapada,Baudh Sadar,Rural,4.46996184525372,Covered
bargarh,379912,Tuhungidadar,Jharbandha,Rural,4.470355868344443,Covered
nayagarh,406599,Bhagabatprasad,Odagaon,Rural,4.47213175847644,Covered
balangir,420269,Sunarijor,Tushura,Rural,4.472765571504259,Covered
gajapati,414719,Badanilapur,Gurandi,Rural,4.472862939308875,Covered
mayurbhanj,390645,Singtia,Barsahi,Rural,4.472971253238845,Covered
koraput,429185,Parabadi,Boipariguda,Rural,4.473010675778329,Covered
koraput,429187,Giuriaguda,Boipariguda,Rural,4.473010675778329,Covered
bhadrak,394875,Kalahandia,Bhadrak Rural,Rural,4.473192777552988,Covered
keonjhar,387194,Betira,Nandipada,Rural,4.473263195319269,Covered
boudh,418773,Tirad,Harbhanga,Rural,4.473288399235717,Covered
jajapur,401478,Laxmanpur,Kuakhia,Rural,4.473701078519278,Covered
deogarh,382767,Chhuriabahal,Debagarh,Rural,4.473724801360807,Covered
sundargarh,384471,Jhariatoli Ka,Bisra,Rural,4.474052075435596,Covered
nabarangpur,427999,Kurumakot,Tentulikhunti,Rural,4.4741369049916,Covered
bhadrak,394444,Pangirasasanparadihi,Bant,Rural,4.474243818631765,Covered
balangir,421487,Tikarapara,Titlagarh,Rural,4.474247652820168,Covered
nabarangpur,427363,Gurama,Umarkote,Rural,4.474286604951925,Covered
sambalpur,381785,Senhapali,Burla,Rural,4.475028916931676,Covered
keonjhar,385753,Talapada,Turumunga,Rural,4.475450522884287,Covered
jajapur,400411,Mantira,Sukinda,Rural,4.475580564953405,Covered
sambalpur,381336,Kechhupani,Govindpur,Rural,4.475976022096889,Covered
sambalpur,381316,Baragad,Govindpur,Rural,4.476013588847235,Covered
baleshwar,393673,Mirjapur,Khaira,Rural,4.476670985491384,Covered
nayagarh,406649,Angisingi,Sarankul,Rural,4.4769245710686345,Covered
dhenkanal,402857,Khatuahata,Tumusingha,Rural,4.477678678678481,Covered
anugul,404403,Tebudu Jungle,Chhendipada,Rural,4.47818835192373,Covered
mayurbhanj,388588,Ekatali,Jashipur,Rural,4.478271697891347,Covered
